0,1
"{'activation': 'relu', 'hidden_layer_sizes': 15, 'solver': 'sgd'}",0.6260309434325163
"{'activation': 'tanh', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.5801757705296314
"{'activation': 'tanh', 'hidden_layer_sizes': 15, 'solver': 'adam'}",0.5644900756623559
"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.6864635061246561
"{'activation': 'relu', 'hidden_layer_sizes': 30, 'solver': 'lbfgs'}",0.6005826388382829
"{'activation': 'relu', 'hidden_layer_sizes': 10, 'solver': 'lbfgs'}",0.5825294344354746
"{'activation': 'logistic', 'hidden_layer_sizes': 20, 'solver': 'adam'}",0.6229491783561301
"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'adam'}",0.6016929792922596
"{'activation': 'tanh', 'hidden_layer_sizes': 15, 'solver': 'sgd'}",0.661540833691073
"{'activation': 'relu', 'hidden_layer_sizes': 30, 'solver': 'sgd'}",0.5876440263570853
"{'activation': 'identity', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.5805782910591177
"{'activation': 'logistic', 'hidden_layer_sizes': 30, 'solver': 'sgd'}",0.646711075822924
"{'activation': 'tanh', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.6791974135016744
"{'activation': 'identity', 'hidden_layer_sizes': 30, 'solver': 'sgd'}",0.6348712086081721
"{'activation': 'tanh', 'hidden_layer_sizes': 15, 'solver': 'adam'}",0.5800031762165666
"{'activation': 'logistic', 'hidden_layer_sizes': 15, 'solver': 'adam'}",0.6375639460810271
"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'lbfgs'}",0.6439874890753119
"{'activation': 'relu', 'hidden_layer_sizes': 10, 'solver': 'adam'}",0.6139191481856998
"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'lbfgs'}",0.6993236238707735
"{'activation': 'relu', 'hidden_layer_sizes': 15, 'solver': 'sgd'}",0.5809613846613838
"{'activation': 'relu', 'hidden_layer_sizes': 15, 'solver': 'adam'}",0.6565783212138849
"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.6615240174927534
"{'activation': 'identity', 'hidden_layer_sizes': 15, 'solver': 'sgd'}",0.6012490891696548
"{'activation': 'identity', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.6257287834831012
"{'activation': 'tanh', 'hidden_layer_sizes': 10, 'solver': 'adam'}",0.6120135487157822
"{'activation': 'tanh', 'hidden_layer_sizes': 30, 'solver': 'adam'}",0.6477423491232327
"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'adam'}",0.6732091200286984
"{'activation': 'identity', 'hidden_layer_sizes': 15, 'solver': 'sgd'}",0.6453679568739926
"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'lbfgs'}",0.657408008023543
"{'activation': 'tanh', 'hidden_layer_sizes': 15, 'solver': 'sgd'}",0.6561037433989216
"{'activation': 'logistic', 'hidden_layer_sizes': 20, 'solver': 'lbfgs'}",0.6349412942968119
"{'activation': 'logistic', 'hidden_layer_sizes': 30, 'solver': 'adam'}",0.62487483728722
"{'activation': 'identity', 'hidden_layer_sizes': 10, 'solver': 'sgd'}",0.6480514110966629
"{'activation': 'identity', 'hidden_layer_sizes': 10, 'solver': 'lbfgs'}",0.5679479338852315
"{'activation': 'identity', 'hidden_layer_sizes': 30, 'solver': 'adam'}",0.6344154629069901
"{'activation': 'tanh', 'hidden_layer_sizes': 10, 'solver': 'sgd'}",0.6209279754929622
"{'activation': 'logistic', 'hidden_layer_sizes': 20, 'solver': 'adam'}",0.6629518715552254
"{'activation': 'identity', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.6386099909945435
"{'activation': 'logistic', 'hidden_layer_sizes': 10, 'solver': 'sgd'}",0.6652300633951338
"{'activation': 'relu', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.5828730758582059
"{'activation': 'tanh', 'hidden_layer_sizes': 15, 'solver': 'sgd'}",0.6020256820986025
"{'activation': 'tanh', 'hidden_layer_sizes': 15, 'solver': 'lbfgs'}",0.5758647119089071
"{'activation': 'identity', 'hidden_layer_sizes': 20, 'solver': 'sgd'}",0.5969411340929671
"{'activation': 'logistic', 'hidden_layer_sizes': 20, 'solver': 'adam'}",0.6135566331566374
"{'activation': 'relu', 'hidden_layer_sizes': 15, 'solver': 'lbfgs'}",0.6494232403437397
"{'activation': 'identity', 'hidden_layer_sizes': 10, 'solver': 'lbfgs'}",0.5814781606670283
"{'activation': 'tanh', 'hidden_layer_sizes': 15, 'solver': 'lbfgs'}",0.6311807808582743
"{'activation': 'relu', 'hidden_layer_sizes': 30, 'solver': 'adam'}",0.5379720842411565
"{'activation': 'identity', 'hidden_layer_sizes': 10, 'solver': 'lbfgs'}",0.6120135487157822
"{'activation': 'logistic', 'hidden_layer_sizes': 30, 'solver': 'lbfgs'}",0.6350464083268834
